Frequency_Hz,Frequency_MHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959,20260522_135524
75938537.59765625,75.938537597656,9.8196657441281726e-06,1.7228680031633172e-05,2.7510342518532847e-05,1.7962046618987172e-05,4.162616578266407e-05,2.2270085250985435e-05
75938682.556152344,75.938682556152,1.1892161145507625e-05,2.8261680674438742e-05,3.3008278501816857e-05,1.8934523696252757e-05,3.7055097748009607e-05,1.8608963544652166e-05
75938827.514648438,75.938827514648,1.3993360708269375e-05,4.8550490376881999e-05,3.0618517015501867e-05,1.3954662761427599e-05,3.2863954327822665e-05,2.1527562269852256e-05
75938972.473144531,75.938972473145,1.3659919409465564e-05,4.2441741185115367e-05,2.998548431255045e-05,1.9603413113104711e-05,3.9535760328230924e-05,1.7654025663037068e-05
75939117.431640625,75.939117431641,1.1717495526623416e-05,4.5450909200513793e-05,2.4128791469120935e-05,2.2283357981936378e-05,4.7996283210589643e-05,1.6755387917174516e-05
75939262.390136719,75.939262390137,1.2151966767678469e-05,4.0720678205080925e-05,1.8017404933266297e-05,2.3281745563547501e-05,4.6931966739972561e-05,2.3611201985772121e-05
75939407.348632812,75.939407348633,9.3441431432719793e-06,3.3586982942826918e-05,2.0874860282560311e-05,1.8526251860345705e-05,4.6714617217271643e-05,2.5717877682927944e-05
75939552.307128906,75.939552307129,1.0974337213961573e-05,3.1247887647371161e-05,1.8720236947464505e-05,1.5745770732101543e-05,4.5526544988229273e-05,2.6555966020890833e-05
75939697.265625,75.939697265625,1.3558471517885469e-05,2.8020918074869724e-05,2.9511018156599711e-05,2.2621779674546793e-05,2.9694074929863591e-05,3.7639540783921709e-05
75939842.224121094,75.939842224121,1.1049056822474825e-05,2.2462501569301032e-05,3.0137007282364774e-05,2.1486472794216996e-05,2.3793036032411247e-05,2.0328369635042073e-05
75939987.182617188,75.939987182617,9.5484933749597705e-06,2.8954560282309071e-05,2.9246837297062112e-05,1.7517207452572612e-05,3.6787102960445317e-05,1.9248323374851408e-05
75940132.141113281,75.940132141113,8.4626357761818481e-06,3.2650825712014036e-05,2.2575049472728682e-05,1.5783897672382392e-05,3.2520685652289252e-05,2.2930107554907427e-05
75940277.099609375,75.940277099609,8.4983927270727663e-06,3.7540099671506274e-05,2.5002686463681819e-05,1.1613984259140788e-05,2.3627234697897773e-05,2.0154663687635144e-05
75940422.058105469,75.940422058105,8.5933227441794082e-06,4.3391835316559959e-05,2.7330031993672595e-05,1.491439631236088e-05,2.778763469172155e-05,1.9821447369186342e-05
75940567.016601562,75.940567016602,1.1922992085165364e-05,3.3539246399514391e-05,2.5316140111028878e-05,2.0061916379385449e-05,3.6072968532596141e-05,2.7332303420136877e-05
75940711.975097656,75.940711975098,9.0268204781676961e-06,2.7682816080850158e-05,3.100074490508085e-05,1.902553727436433e-05,3.9024187275834608e-05,2.9821772629711859e-05
75940856.93359375,75.940856933594,1.1026222349237268e-05,2.6933278104867593e-05,3.1254635754397758e-05,2.0975347109386327e-05,4.1966078098014314e-05,2.2433148971008469e-05
75941001.892089844,75.941001892090,1.4144241603893213e-05,2.578025858168839e-05,2.6403527549262756e-05,2.173349606818764e-05,3.4081070413005187e-05,1.758047102126427e-05
75941146.850585938,75.941146850586,1.2798846515600384e-05,2.6612788065340305e-05,2.9398879715348973e-05,2.2853587697723602e-05,2.708473959139434e-05,2.1492633756160134e-05
75941291.809082031,75.941291809082,1.0813210104313487e-05,3.4365179280578244e-05,2.3392511003630871e-05,1.9388302873758762e-05,4.2311892553133503e-05,2.0161043060784165e-05
75941436.767578125,75.941436767578,1.1223031705740591e-05,2.1533295150097259e-05,2.3319937953605587e-05,2.0070769913795037e-05,4.2022078703444259e-05,1.470629359541732e-05
75941581.726074219,75.941581726074,1.1314239545688643e-05,2.6208510087445586e-05,1.888777040882524e-05,2.599802949002687e-05,4.1391319601559116e-05,1.7040891542739326e-05
75941726.684570312,75.941726684570,1.0288098827305813e-05,3.4396802292390408e-05,2.3421052471043415e-05,2.6563226828503649e-05,3.704121620275134e-05,2.5361711988530223e-05
75941871.643066406,75.941871643066,9.7988874484762829e-06,3.609351016435785e-05,2.512534103219371e-05,2.4412343145679375e-05,2.7410715382606072e-05,2.8402066271471709e-05
75942016.6015625,75.942016601562,1.1033008989554536e-05,2.9255711901059479e-05,2.4125645021984836e-05,1.9649408208561315e-05,3.4217478329499742e-05,2.5400297695925749e-05
75942161.560058594,75.942161560059,8.550803920941767e-06,3.2321890077054396e-05,2.549293920682335e-05,1.4706164947849353e-05,3.530102641404604e-05,2.1479116222835808e-05
75942306.518554688,75.942306518555,1.0364948476306234e-05,3.4938014469294886e-05,2.2069000047988189e-05,1.7898683873572684e-05,4.3116919557421045e-05,1.9993802379079432e-05
75942451.477050781,75.942451477051,1.2189058874203232e-05,2.8799619681165485e-05,1.9900280143796774e-05,2.5263701131807105e-05,5.4539464395061354e-05,1.5502964950434818e-05
75942596.435546875,75.942596435547,1.3358395225560587e-05,2.2867965597668229e-05,2.4731719497301569e-05,2.2741504812944472e-05,4.5397395362594936e-05,2.2640879515142912e-05
75942741.394042969,75.942741394043,1.3188098327829118e-05,2.4178770988347412e-05,2.4065830626890488e-05,2.2642176414278586e-05,3.5559870817533808e-05,2.7535558656583047e-05
75942886.352539062,75.942886352539,9.2121192560221929e-06,2.5636040131806674e-05,2.8931457014399514e-05,1.9316232621898438e-05,3.5524675050428507e-05,2.1557913103606971e-05
75943031.311035156,75.943031311035,1.2431456956182683e-05,3.3808914635885359e-05,2.5492718580193574e-05,2.70660618800563e-05,5.2194146808223986e-05,1.671756754429949e-05
75943176.26953125,75.943176269531,7.8346065321255361e-06,3.3047200465849626e-05,2.3863264269621315e-05,3.0116635169980764e-05,4.2178276374082991e-05,1.8545944816390302e-05
75943321.228027344,75.943321228027,8.8559586416918673e-06,3.7511747466792685e-05,2.7390830476748545e-05,3.7593885372533044e-05,3.3904493217652964e-05,2.7673522796448369e-05
75943466.186523438,75.943466186523,1.0986432771410169e-05,4.1770332211395669e-05,2.2823106366277651e-05,2.3896586559649514e-05,3.6593791807865423e-05,2.564616443783398e-05
75943611.145019531,75.943611145020,1.1620303036116214e-05,3.9120973161828091e-05,2.5101999967022484e-05,1.8708351156707659e-05,4.2962947198295478e-05,2.715174275170207e-05
75943756.103515625,75.943756103516,1.4732379726829825e-05,3.7826580802718203e-05,1.9710503463580771e-05,1.6611154146102574e-05,3.5724539405556028e-05,1.9153549267403093e-05
75943901.062011719,75.943901062012,1.1872848862417097e-05,3.3658336746243197e-05,1.5544472344962598e-05,2.2046665433079046e-05,3.3256099609452368e-05,1.7821958363470916e-05
75944046.020507812,75.944046020508,1.374684164822873e-05,4.0420554412897931e-05,1.8891468019791453e-05,2.2909786154903123e-05,3.0858889266813474e-05,2.6072404127801211e-05
75944190.979003906,75.944190979004,9.7965168301512254e-06,3.8429592319040537e-05,2.7003715489103083e-05,1.5502318625266272e-05,4.4547952059478487e-05,2.4696196875580541e-05
75944335.9375,75.944335937500,9.2349883767724126e-06,4.1755795094064537e-05,2.1712026955390416e-05,2.194623259811974e-05,5.1077588288217869e-05,2.1134465086496474e-05
75944480.895996094,75.944480895996,1.0224845260558665e-05,4.5150203648368114e-05,2.7696060212163655e-05,2.504677536988331e-05,4.384530464276117e-05,1.8921921191657999e-05
75944625.854492188,75.944625854492,1.1780798622653483e-05,3.7162983358689115e-05,3.3352489969609273e-05,2.0404768962941201e-05,4.4813359366239762e-05,2.0929109318852777e-05
75944770.812988281,75.944770812988,1.0640673740945092e-05,3.4028129264752507e-05,3.2008084832536607e-05,1.6747771443164263e-05,4.2967293777862955e-05,1.6880723409130024e-05
75944915.771484375,75.944915771484,1.1791883217338576e-05,3.585029200354327e-05,2.8204358467626069e-05,1.5857610585891713e-05,4.287722303164492e-05,1.990601478875126e-05
75945060.729980469,75.945060729980,1.1633721021147684e-05,4.1617866632557124e-05,2.6724692147253906e-05,1.9242628711276108e-05,4.1186013941074805e-05,2.6646294385333803e-05
75945205.688476562,75.945205688477,1.0314171845066702e-05,3.88320529543128e-05,2.2116522750117732e-05,1.6732816070063188e-05,3.5472715577850543e-05,2.4017272473687598e-05
75945350.646972656,75.945350646973,9.7984044060276101e-06,4.014626989186506e-05,1.8395662975357649e-05,2.2228647613669534e-05,3.0803503178087084e-05,2.2150321951266184e-05
75945495.60546875,75.945495605469,1.5136312391062744e-05,4.2374233034158699e-05,2.1781588351234533e-05,2.397105278332471e-05,2.9258342629290859e-05,2.6329998213328543e-05
75945640.563964844,75.945640563965,1.6473854707871725e-05,4.5148951300101886e-05,2.9552360040685502e-05,2.8313222874706661e-05,3.0037196182467163e-05,1.6564308756715883e-05
75945785.522460938,75.945785522461,1.4713510750630364e-05,3.5421994503119855e-05,2.9340601798659669e-05,2.2996195060146456e-05,3.36117460242097e-05,1.1961320144180933e-05
75945930.480957031,75.945930480957,1.4156782176002588e-05,3.0669552323509832e-05,2.7174344349841204e-05,2.0932999737897924e-05,3.1755484618209694e-05,1.3777176771378795e-05
75946075.439453125,75.946075439453,1.0717015357883548e-05,2.2620785111144676e-05,2.5680338268667469e-05,1.8526575838964973e-05,3.4202928646518931e-05,1.7122290765894878e-05
75946220.397949219,75.946220397949,1.0059772887866461e-05,2.5291155856060163e-05,2.0596372338193925e-05,1.8279733909681514e-05,3.60619628363441e-05,1.6631774704421616e-05
75946365.356445312,75.946365356445,1.3213657660009705e-05,3.6343720629916655e-05,2.3814902756147471e-05,2.0657077377208006e-05,4.1579336949463973e-05,1.9792205896451994e-05
75946510.314941406,75.946510314941,1.0952228103505193e-05,2.5597077186843098e-05,2.5507541410086741e-05,1.926304267813244e-05,5.6348940464893316e-05,2.1935962761111684e-05
75946655.2734375,75.946655273438,8.3952619281204573e-06,2.7994467610667418e-05,2.2301604227029639e-05,2.1580435291175446e-05,4.5449817048120334e-05,2.5552950598631256e-05
75946800.231933594,75.946800231934,1.0579685539904584e-05,3.8051652565004988e-05,2.1680844250155305e-05,2.9472063801331455e-05,3.741892516984125e-05,2.6079746855671324e-05
75946945.190429688,75.946945190430,1.0565340067567999e-05,3.7141231119057028e-05,2.5425861529830184e-05,2.3295969815048167e-05,3.738152109484902e-05,2.5299126644802314e-05
75947090.148925781,75.947090148926,1.1520362249184992e-05,3.2416946717247127e-05,2.7552632541355313e-05,1.6028384457529895e-05,3.8153737894231915e-05,1.9502176512749178e-05
75947235.107421875,75.947235107422,1.4117216852782359e-05,3.2716166252423053e-05,2.0204058805734698e-05,1.6857856006687813e-05,4.452411391168903e-05,2.0126793457016097e-05
75947380.065917969,75.947380065918,1.5503240332131262e-05,3.3846340772169103e-05,1.9520415604839304e-05,1.8236486198526443e-05,3.9451767076760942e-05,2.2871034990505239e-05
75947525.024414062,75.947525024414,1.1502380107603902e-05,3.0176882165857403e-05,2.6710795541275112e-05,1.9634646321002427e-05,4.4058187896126552e-05,2.3289132968182258e-05
75947669.982910156,75.947669982910,7.0118807989020416e-06,3.0844821852501247e-05,2.8454195251813811e-05,1.9504418736796984e-05,3.9937536184677821e-05,2.2818002233616789e-05
75947814.94140625,75.947814941406,1.071339754919607e-05,3.227335470431645e-05,2.622221811989727e-05,2.5528315686374272e-05,3.2576269869316003e-05,1.7293892790038396e-05
75947959.899902344,75.947959899902,1.008588102744428e-05,3.07903884610654e-05,2.3794227258312144e-05,1.8605666955996144e-05,4.0612250228784325e-05,2.0748792849161882e-05
75948104.858398438,75.948104858398,9.3675422052836012e-06,3.3636410400192286e-05,2.6288551404468583e-05,1.900849008935674e-05,5.5031338119883589e-05,2.6981330091058272e-05
75948249.816894531,75.948249816895,1.5006936863707681e-05,3.7112287319128145e-05,3.5442335100136262e-05,2.5254781527832076e-05,4.1184313861285354e-05,2.4574894372951813e-05
75948394.775390625,75.948394775391,1.0595992351768254e-05,2.7344202551523901e-05,2.7851919958102889e-05,2.3090131735470837e-05,3.6341648850937467e-05,2.1528772508640682e-05
75948539.733886719,75.948539733887,9.3608810884006208e-06,2.4519525971275441e-05,2.4344731491992419e-05,2.1438149771084702e-05,4.0238598049373529e-05,2.4457039472931759e-05
75948684.692382812,75.948684692383,8.4457151611978192e-06,3.1420823199658641e-05,2.490583011871101e-05,2.2940201682316366e-05,4.5322458283426952e-05,2.2670813510535304e-05
75948829.650878906,75.948829650879,9.1371041505181988e-06,3.4778994353382976e-05,1.9887006923612035e-05,2.7262499000262078e-05,3.54536331420492e-05,1.8931068419389026e-05
75948974.609375,75.948974609375,1.0339369877435394e-05,2.7100160822489929e-05,2.7060507728199282e-05,2.1966542014199236e-05,3.2738001868376077e-05,2.235793903919965e-05
75949119.567871094,75.949119567871,1.1037533514764606e-05,3.2827987946179932e-05,3.6052022739597118e-05,2.4411703592130779e-05,2.7871799908119727e-05,2.689565508975231e-05
75949264.526367188,75.949264526367,1.1805391223021941e-05,3.201228448561881e-05,3.0868604012532248e-05,2.5879818835803206e-05,2.7770634477006199e-05,2.0921585134035387e-05
75949409.484863281,75.949409484863,1.0686915236761074e-05,4.066688721817159e-05,2.1701514609602921e-05,2.0257936851037787e-05,3.9274440176046685e-05,1.9940729215352099e-05
75949554.443359375,75.949554443359,1.5235708328944556e-05,3.9412798805818009e-05,2.5176642140723388e-05,2.1306308966943009e-05,4.0362137513389873e-05,1.4781339559870383e-05
75949699.401855469,75.949699401855,1.5852081686883217e-05,3.4206869512915212e-05,2.2006724664785189e-05,2.080800605314812e-05,4.3123083297310049e-05,2.4601526717754374e-05
75949844.360351562,75.949844360352,1.2098268164574183e-05,3.6471971996782897e-05,2.1332108010910381e-05,1.7363590444483578e-05,4.0785682424068396e-05,2.1637734912899152e-05
75949989.318847656,75.949989318848,1.3572254643493306e-05,3.1222766461988279e-05,2.5596951222487767e-05,2.1349633688987238e-05,3.5992673004047182e-05,2.2831159581575858e-05
75950134.27734375,75.950134277344,1.1834430738942075e-05,2.3723064939787285e-05,2.9796219330258908e-05,2.3571536125829517e-05,3.5391170755328856e-05,2.9112906393487902e-05
75950279.235839844,75.950279235840,1.4434752561415685e-05,2.6282794926220186e-05,3.2669704799722126e-05,2.6078059748672383e-05,3.0417867427090785e-05,1.6243125904676205e-05
75950424.194335938,75.950424194336,1.180387072002907e-05,3.0686019938180227e-05,3.0576619687214113e-05,2.6274046023091713e-05,2.4971357311246273e-05,1.7670785804293111e-05
75950569.152832031,75.950569152832,1.3250434930493224e-05,2.7703324974056446e-05,2.5109002241663902e-05,1.9656465872609935e-05,3.3515090810357383e-05,1.7208854348944619e-05
75950714.111328125,75.950714111328,1.2577196188170603e-05,3.3246049689035486e-05,3.1958509168979719e-05,1.9637233113158542e-05,4.0987925006214453e-05,1.5661166209559585e-05
75950859.069824219,75.950859069824,1.078057672393099e-05,3.3047912923142969e-05,3.2854420387578773e-05,2.5181768646755601e-05,4.0836715789340919e-05,1.9772572969164274e-05
75951004.028320312,75.951004028320,1.0794997479742374e-05,3.6577708271139071e-05,3.0730842806857018e-05,2.5316532055345104e-05,4.0661280337961696e-05,1.6546593203855253e-05
75951148.986816406,75.951148986816,1.2311403990137199e-05,2.5194664991323417e-05,3.3579623245511066e-05,2.4263046036687986e-05,2.7591490070639401e-05,1.8827804058511424e-05
75951293.9453125,75.951293945312,1.0182569070950666e-05,2.563558533885333e-05,2.2002572210218875e-05,1.9555900692336823e-05,2.4901834554649516e-05,1.805142099122182e-05
75951438.903808594,75.951438903809,1.1017212340950956e-05,2.8051584612414e-05,1.9944540817025932e-05,2.2775528326192736e-05,3.9038295952971461e-05,2.077206606163807e-05
75951583.862304688,75.951583862305,9.6231119358571567e-06,2.891629902060096e-05,2.4090244759624133e-05,2.0251803575821634e-05,4.8488859888742907e-05,2.2383267733784513e-05
75951728.820800781,75.951728820801,8.2142719179174425e-06,3.5135018056106647e-05,2.1451932579888034e-05,1.8638913391427888e-05,3.7527031637118979e-05,3.0580495319775574e-05
75951873.779296875,75.951873779297,1.0887936429963187e-05,3.5414116572658783e-05,2.7118173006206573e-05,2.2765405428591029e-05,2.9282405029503634e-05,3.0745092615387132e-05
75952018.737792969,75.952018737793,1.0466729090992388e-05,3.4081806813511069e-05,2.1978082252964234e-05,2.4137783013174864e-05,4.9988289835414231e-05,2.8079520637193171e-05
75952163.696289062,75.952163696289,9.7900655756115212e-06,3.8787763440904786e-05,2.3127908185154929e-05,2.1154402845279082e-05,4.5675092050512448e-05,2.6564920121617226e-05
75952308.654785156,75.952308654785,1.4985429452903348e-05,3.9193437297956651e-05,2.6627740954155715e-05,1.8932219245664024e-05,3.5293377482071225e-05,2.4585546355419046e-05
75952453.61328125,75.952453613281,1.2093712607897103e-05,4.0186335817390949e-05,2.8074396032880046e-05,1.9078204142994124e-05,3.7106109183312897e-05,2.0621400325531748e-05
75952598.571777344,75.952598571777,1.0742980725217486e-05,2.6450379121537203e-05,2.3258172220626737e-05,2.0870382729760504e-05,3.1744680670636466e-05,2.064327234460276e-05
75952743.530273438,75.952743530273,1.4346209421360224e-05,2.7954090194593026e-05,2.1673547443403422e-05,1.758737029295174e-05,4.0157382648397142e-05,2.0857773935869215e-05
75952888.488769531,75.952888488770,9.7050633619330466e-06,2.934555190343816e-05,1.9629004455664229e-05,3.1973466869364024e-05,3.5532420235785058e-05,2.2527131127485375e-05
75953033.447265625,75.953033447266,9.9198776735742861e-06,3.2689908030471321e-05,2.7566132420281968e-05,1.8043087301026092e-05,3.4805641178565899e-05,1.8059465263080535e-05
75953178.405761719,75.953178405762,8.7156021791185596e-06,3.6742400079025473e-05,2.486854541400587e-05,1.6079216041363333e-05,4.1762436750275354e-05,2.1110851703427877e-05
75953323.364257812,75.953323364258,8.4175993305814242e-06,4.0816516032127209e-05,2.1429974434985681e-05,2.0182236643731325e-05,2.2856037349312319e-05,2.1260391826827033e-05
75953468.322753906,75.953468322754,8.5879759372470601e-06,3.4105084971412284e-05,4.0963019691507079e-05,2.6518263993014653e-05,2.5157525614452136e-05,2.4860341638700222e-05
75953613.28125,75.953613281250,8.5880329251308205e-06,3.4433309978372987e-05,6.5732905164525609e-05,2.7337487313623227e-05,3.8975237892445914e-05,2.6512576520591628e-05
75953758.239746094,75.953758239746,1.1058064926139387e-05,3.2048127269381471e-05,3.6104501299432641e-05,2.4250156653959674e-05,4.1503519135715846e-05,2.1149528755582e-05
75953903.198242188,75.953903198242,1.078751715565401e-05,3.1182142056488257e-05,2.6263425787767124e-05,1.8972701058111361e-05,4.720880142482061e-05,2.4051397276258213e-05
75954048.156738281,75.954048156738,1.1942921974222296e-05,3.2544934138778007e-05,2.9655958607758293e-05,1.7730609531733705e-05,4.8152571534028182e-05,2.3100831294799164e-05
75954193.115234375,75.954193115234,1.4549522050444453e-05,2.955123598647899e-05,2.9858097729801869e-05,2.6365705941261555e-05,3.1697121821879012e-05,2.4641917134653053e-05
75954338.073730469,75.954338073730,1.0958884449781816e-05,2.4639719526369122e-05,2.8848849080583125e-05,3.0262441652093013e-05,3.0274330771699244e-05,2.7439613494167271e-05
75954483.032226562,75.954483032227,9.1542313368312346e-06,2.8083511432396174e-05,2.4672141582045357e-05,2.5958986841907288e-05,3.983160592210089e-05,2.3928279645946023e-05
75954627.990722656,75.954627990723,1.2608337707580789e-05,3.6356915209740915e-05,2.733998465136743e-05,1.5871886160028144e-05,4.5776732046046004e-05,1.8770030846404141e-05
75954772.94921875,75.954772949219,1.4583405976595846e-05,4.0821365748631706e-05,2.6096534513157997e-05,1.4092742516920736e-05,4.1582742778827536e-05,2.24797490246544e-05
75954917.907714844,75.954917907715,1.2658129672089818e-05,4.2431306016794201e-05,2.114410381390899e-05,2.245433735700573e-05,3.4966500008794911e-05,2.2587945222802995e-05
75955062.866210938,75.955062866211,1.2493033865001158e-05,3.5521609700343016e-05,1.6572285955801637e-05,2.2503622758095195e-05,2.6082662871820634e-05,2.4762902751249738e-05
75955207.824707031,75.955207824707,1.2572445014344508e-05,3.5954640293651766e-05,2.2995526622082116e-05,1.7909859762827769e-05,3.4340100707600875e-05,1.921549874396667e-05
75955352.783203125,75.955352783203,1.1497751538288934e-05,3.4493842274680052e-05,3.3356118302755515e-05,2.2026096659872261e-05,4.1753288392228811e-05,2.2440943705598664e-05
75955497.741699219,75.955497741699,1.1280815971036294e-05,3.8713582455136666e-05,3.5290724932010738e-05,1.746959967916888e-05,3.2990104115326692e-05,2.7200705887047562e-05
75955642.700195312,75.955642700195,1.2616426128604349e-05,4.5811035532554349e-05,2.6344463207749159e-05,1.7594846572967877e-05,3.2148675905636505e-05,2.5950394082721043e-05
75955787.658691406,75.955787658691,1.2708551006885753e-05,4.4017948105827926e-05,2.2651542201995111e-05,2.3687609582398988e-05,2.9673533830906216e-05,2.6215617185809044e-05
75955932.6171875,75.955932617188,1.1376157431858002e-05,4.3327478371459531e-05,2.1475616039600618e-05,2.6113724360573597e-05,3.2849179912220365e-05,2.0747063885254305e-05
75956077.575683594,75.956077575684,1.0448179457024211e-05,3.6898506278761554e-05,2.678176552003586e-05,1.9201448402007908e-05,3.7149763631704358e-05,1.8116632336334367e-05
75956222.534179688,75.956222534180,1.135091606729741e-05,3.9005548557443891e-05,2.0400916452634471e-05,1.5180116898100707e-05,3.5378637896666403e-05,1.683797493513343e-05
75956367.492675781,75.956367492676,1.0628595580390975e-05,3.6561761947711649e-05,1.4257650305518097e-05,1.7575588403887155e-05,3.8943939246651534e-05,2.43516315108867e-05
75956512.451171875,75.956512451172,1.1996521444621958e-05,3.8136800838707478e-05,1.8532062583699966e-05,1.7469272446445987e-05,3.9233902711117305e-05,2.4517813408851314e-05
75956657.409667969,75.956657409668,1.1850085894239075e-05,2.9227152134501604e-05,2.4741484927050601e-05,1.2463808056111087e-05,3.9514002233539425e-05,2.6859543032328093e-05
75956802.368164062,75.956802368164,1.0307781752261266e-05,3.4561799790753777e-05,2.4835501137185428e-05,1.5404983355920123e-05,4.2698755401590892e-05,2.5090428672663273e-05
75956947.326660156,75.956947326660,1.1370650093861346e-05,3.5634078842355663e-05,2.3113086360753012e-05,2.0384363880566375e-05,3.5469759686919033e-05,2.6962653406515408e-05
75957092.28515625,75.957092285156,1.0025392859680451e-05,3.5364137322108283e-05,1.8451506245609699e-05,2.4368983017739472e-05,3.0429530672344839e-05,2.8440101287915936e-05
75957237.243652344,75.957237243652,1.1344562277180377e-05,3.3301299223638961e-05,2.4089094362708212e-05,2.3021920269084287e-05,3.3815308621727675e-05,2.4088686200062687e-05
75957382.202148438,75.957382202148,1.2959915290753633e-05,2.9478706016400356e-05,3.2428852889416618e-05,2.0517207443421307e-05,3.6277121927388465e-05,2.8223068997752008e-05
75957527.160644531,75.957527160645,1.3252267024491175e-05,2.9198681249270812e-05,2.3942343689242754e-05,2.1979912345599687e-05,3.9394820969632475e-05,3.0957492627352704e-05
75957672.119140625,75.957672119141,1.2509916369840537e-05,3.7204009169882523e-05,2.2815223061835046e-05,2.399967689362982e-05,4.9487795299051071e-05,2.6968374190383333e-05
75957817.077636719,75.957817077637,1.1255893368423648e-05,4.0027765734112641e-05,2.9371730312333354e-05,2.1328501645709974e-05,4.6486903400873445e-05,2.4447315058338927e-05
75957962.036132812,75.957962036133,9.7419542142402433e-06,3.0232396260558635e-05,2.7696575839258754e-05,1.8987632141819734e-05,3.9101651290642935e-05,1.722712541278058e-05
75958106.994628906,75.958106994629,1.2045104012948781e-05,4.1148027157093373e-05,2.6834146542999517e-05,2.2872659879710272e-05,4.0711078683744074e-05,1.6705991778262177e-05
75958251.953125,75.958251953125,1.1792997622454864e-05,4.3010081991104671e-05,2.3590990988997405e-05,2.0835161715302922e-05,2.8560823175236723e-05,2.6977819650779777e-05
75958396.911621094,75.958396911621,1.174080919986072e-05,2.3108840923630598e-05,3.3277013623957018e-05,2.2280858813214971e-05,2.9986716229648808e-05,2.3941741979106102e-05
75958541.870117188,75.958541870117,1.3479366786327873e-05,2.2812310650808911e-05,3.613102425852511e-05,2.3683029911415592e-05,3.7705403172466081e-05,2.1619707576001559e-05
75958686.828613281,75.958686828613,9.9385963581033674e-06,3.6849726782279364e-05,2.6967572446582349e-05,2.3467785982706495e-05,4.0410458465363785e-05,1.949894835707678e-05
75958831.787109375,75.958831787109,1.0316267646729362e-05,2.8388464116067437e-05,2.2262798711092973e-05,3.1140981287335199e-05,4.4849729409065886e-05,2.0620378648125176e-05
75958976.745605469,75.958976745605,1.4987486536882571e-05,2.788619351532085e-05,2.6065381230365085e-05,3.8197406935384715e-05,3.9849920959867359e-05,2.3454026208110795e-05
75959121.704101562,75.959121704102,1.5561428920794663e-05,3.228137357246172e-05,2.5114376499721848e-05,3.2995464561356043e-05,4.3169563769483686e-05,2.07264721884945e-05
75959266.662597656,75.959266662598,1.5924763672153332e-05,3.5742268151959687e-05,2.5005290444128755e-05,2.2168916368413532e-05,4.2854484593980029e-05,1.9210113887301049e-05
75959411.62109375,75.959411621094,1.2799241013151891e-05,4.0116190231117222e-05,2.4700762253058718e-05,1.8983420824597196e-05,3.9275032209780462e-05,2.2271447398650673e-05
75959556.579589844,75.959556579590,1.158487764064604e-05,4.9304063775991867e-05,2.8228782895922094e-05,2.5472605181989878e-05,3.8244504480414266e-05,2.3484684557936152e-05
75959701.538085938,75.959701538086,1.2123479358981849e-05,3.8485442600902423e-05,2.9606931969128011e-05,2.0831658916492235e-05,4.6807248514303809e-05,2.1077410575987313e-05
75959846.496582031,75.959846496582,1.0317308785187571e-05,2.7995497395599282e-05,2.6827538965785978e-05,2.0336466086281464e-05,4.7726501836073466e-05,1.9859295367370228e-05
75959991.455078125,75.959991455078,1.1143644542330034e-05,3.3533478959264453e-05,3.2134354433121085e-05,2.3467071311387507e-05,4.8281820187371959e-05,2.4454204575759883e-05
75960136.413574219,75.960136413574,1.3067948288229774e-05,2.5970464105784992e-05,2.5505846506186931e-05,2.0772772243518437e-05,3.8768712702312062e-05,1.7964332157372566e-05
75960281.372070312,75.960281372070,1.2149694220993603e-05,2.7394471000701795e-05,2.4077182850410052e-05,2.1830626231882342e-05,4.5800382750514682e-05,1.7220336729215831e-05
75960426.330566406,75.960426330566,1.1700144393296929e-05,3.718244701991861e-05,3.1963771960468062e-05,1.3881762517373188e-05,4.3781711990176601e-05,1.8880364241749666e-05
75960571.2890625,75.960571289062,1.1994139152022638e-05,4.2063485226196036e-05,3.0135213017309672e-05,2.1494565508506479e-05,4.6980796607985062e-05,1.714342219965957e-05
75960716.247558594,75.960716247559,1.3384553020669724e-05,3.7238242977051848e-05,2.4234691744432299e-05,2.6930055534736628e-05,4.0737743339848584e-05,2.008725448241468e-05
75960861.206054688,75.960861206055,1.0656718608350086e-05,3.8451958158816484e-05,2.6160566680985564e-05,2.4125851716606382e-05,3.7083478260668648e-05,2.1724430432753219e-05
75961006.164550781,75.961006164551,1.0538384572045534e-05,3.5052811549849446e-05,2.3322081377672865e-05,2.0017209665328879e-05,4.5075738363312607e-05,2.7347666158104628e-05
75961151.123046875,75.961151123047,1.04116028419296e-05,3.2457190884345539e-05,2.515740274123968e-05,2.6579153750281526e-05,4.7120791477654625e-05,2.0578257412384165e-05
75961296.081542969,75.961296081543,9.6099696752129878e-06,3.61851154676763e-05,3.1366985150925928e-05,2.5971290593457076e-05,3.3740228690725664e-05,2.1744086962678873e-05
75961441.040039062,75.961441040039,1.0048176377194523e-05,3.0768552113655495e-05,2.7009988546576925e-05,1.8203698278695623e-05,2.8489128218819637e-05,1.8671997028696872e-05
75961585.998535156,75.961585998535,1.2353540572148527e-05,2.1581595886430855e-05,2.5879877753763218e-05,2.4181398034439373e-05,3.5270678488977281e-05,2.0511911247723214e-05
75961730.95703125,75.961730957031,1.0163928611780347e-05,3.3342461116306082e-05,2.8790231422492959e-05,2.2847933174902589e-05,3.711515718147345e-05,1.7139185870449569e-05
