Frequency_Hz,Frequency_MHz,20260515_092941,20260515_133100,20260515_134951,20260515_140509,20260521_162959
76748275.756835938,76.748275756836,9.393923567132002e-06,3.885187285471825e-05,2.562764568007011e-05,2.2473819347222783e-05,3.5521655338836197e-05
76748420.715332031,76.748420715332,1.3338570692608166e-05,3.8776601068185292e-05,2.8882310332324585e-05,2.2473245820810539e-05,2.801907387348664e-05
76748565.673828125,76.748565673828,1.55994484122809e-05,2.6762926785865319e-05,2.2242201397980746e-05,2.4894914305267174e-05,2.739895851507972e-05
76748710.632324219,76.748710632324,1.4408199620453488e-05,3.219986645520356e-05,2.8439899696654705e-05,2.030062087504113e-05,3.3843138102805377e-05
76748855.590820312,76.748855590820,1.0613638578295238e-05,3.4263743763008451e-05,2.9249161269329112e-05,1.6483028336160876e-05,3.2864994462100147e-05
76749000.549316406,76.749000549316,1.0594578583290669e-05,2.5006992030189631e-05,2.6799166575287874e-05,1.6697403750779066e-05,3.5025711106280628e-05
76749145.5078125,76.749145507812,1.2696015160999302e-05,2.593509458970805e-05,2.8138109330269383e-05,2.2022712065905392e-05,3.7576181045597555e-05
76749290.466308594,76.749290466309,1.2581537456388643e-05,2.9793557340484146e-05,2.7695242078896525e-05,2.4763544729667809e-05,3.4521072657991362e-05
76749435.424804688,76.749435424805,8.0139744545342852e-06,2.2270626132511296e-05,2.2367481019700933e-05,2.1248892535617839e-05,3.1003626213898466e-05
76749580.383300781,76.749580383301,9.6588229094548912e-06,2.6051375043607632e-05,2.7874778426947461e-05,1.8430539141515742e-05,3.618573070764319e-05
76749725.341796875,76.749725341797,1.2388574635806951e-05,3.3171911360278027e-05,2.8982609556359413e-05,1.7415525130076984e-05,4.7132384201808587e-05
76749870.300292969,76.749870300293,1.2398724092643147e-05,3.4587985783103068e-05,2.6603741256108953e-05,2.0090893555300724e-05,4.4441026782607731e-05
76750015.258789062,76.750015258789,1.2525088347678672e-05,3.0861798617907782e-05,2.3774171776768062e-05,2.0819054034155698e-05,4.8033542908750012e-05
76750160.217285156,76.750160217285,9.824720867179979e-06,3.3767202608972951e-05,2.3844517917878995e-05,2.3753055912195641e-05,3.690684005650922e-05
76750305.17578125,76.750305175781,9.4497685771760105e-06,4.4040830893128848e-05,2.3425408749706181e-05,1.8638600851560611e-05,3.1815624619534514e-05
76750450.134277344,76.750450134277,1.0957398692426677e-05,3.5140231028024679e-05,1.5952103621906512e-05,1.9631312719454412e-05,3.0728242750414477e-05
76750595.092773438,76.750595092773,1.1363324840334921e-05,3.167581162160951e-05,1.7185968994915291e-05,2.0923757415341461e-05,2.6192678777092811e-05
76750740.051269531,76.750740051270,1.1152100715205918e-05,3.1521392910955025e-05,2.5365061558636886e-05,1.7615012247450599e-05,2.195660887455993e-05
76750885.009765625,76.750885009766,1.4523452393036651e-05,3.2779291946783181e-05,3.6153251211662547e-05,2.1064514729272023e-05,2.896507194586512e-05
76751029.968261719,76.751029968262,1.5839217372106109e-05,3.8451911438840533e-05,3.1199422431351947e-05,2.102304531682571e-05,4.0712999555321751e-05
76751174.926757812,76.751174926758,1.0395411120252346e-05,3.55071406976805e-05,2.2004107411280331e-05,2.0775096136589524e-05,3.7651257937742253e-05
76751319.885253906,76.751319885254,1.0578902737700798e-05,2.9932379414967178e-05,2.3858492196759716e-05,2.5062915824587724e-05,3.1806153720792694e-05
76751464.84375,76.751464843750,1.6986976993650233e-05,3.3229305816989716e-05,2.8971798164315156e-05,2.7323679479275507e-05,3.1969107803118928e-05
76751609.802246094,76.751609802246,1.8215244672186351e-05,3.8303400226770496e-05,2.0222474433470412e-05,3.2046238558061703e-05,3.0107271234595739e-05
76751754.760742188,76.751754760742,1.1153059129558812e-05,3.6919485628413666e-05,2.143131513055223e-05,2.7204366664589237e-05,3.2228339292228831e-05
76751899.719238281,76.751899719238,9.514890724138362e-06,3.5925190882959225e-05,2.9088829803292065e-05,1.9363443319789025e-05,5.0976548892011793e-05
76752044.677734375,76.752044677734,1.0826882515821856e-05,3.1483940100480152e-05,2.0406088212724517e-05,1.6495549370228603e-05,5.6169043907286875e-05
76752189.636230469,76.752189636230,1.0142099581772357e-05,3.1269785316939104e-05,2.6007406431095986e-05,1.673653252918326e-05,4.3805679413977374e-05
76752334.594726562,76.752334594727,9.8691623256586925e-06,3.1887708495055587e-05,2.7924824582131206e-05,1.7941216458791009e-05,4.7381380317008157e-05
76752479.553222656,76.752479553223,1.0139157037257939e-05,3.3810880531645905e-05,2.2461809235734518e-05,2.4384853251343806e-05,4.1365194306802915e-05
76752624.51171875,76.752624511719,1.1318482418484157e-05,3.7699462653662234e-05,2.3370943043878957e-05,1.7433245846662937e-05,3.7232745373582719e-05
76752769.470214844,76.752769470215,1.0194602102778318e-05,2.9529504145414171e-05,2.7922189780488692e-05,1.705553754486855e-05,4.332551372245704e-05
76752914.428710938,76.752914428711,1.0931744270833265e-05,3.4171976333590162e-05,2.5025332394277567e-05,2.0604995566191367e-05,4.0724936575638277e-05
76753059.387207031,76.753059387207,9.8737004334033116e-06,2.7152489532092245e-05,2.9390332241219506e-05,2.202365257619098e-05,4.3434685359105749e-05
76753204.345703125,76.753204345703,1.1047737413661485e-05,3.2556547799463619e-05,3.7715186656921975e-05,1.9596514732031897e-05,5.0305726030202742e-05
76753349.304199219,76.753349304199,1.1157827274519206e-05,3.3485998838926671e-05,3.5178885292148164e-05,1.6957128510822196e-05,3.6506173374528525e-05
76753494.262695312,76.753494262695,7.8227519821853448e-06,4.9029500997350594e-05,2.6567997340130687e-05,2.0814489794246964e-05,3.4714584067515727e-05
76753639.221191406,76.753639221191,1.166337526038843e-05,4.0585835379846988e-05,2.9387562889493515e-05,2.1223213421936794e-05,4.6389576880165734e-05
76753784.1796875,76.753784179688,1.4312757240144397e-05,3.8830807417948303e-05,3.5895261091441918e-05,1.6223501056305893e-05,4.1425649898325962e-05
76753929.138183594,76.753929138184,1.4100943909340608e-05,3.8196427181511334e-05,3.3385495400987756e-05,2.3100022074091621e-05,4.6758341381558312e-05
76754074.096679688,76.754074096680,1.3472967489822661e-05,4.1980895450056526e-05,3.3686862368984506e-05,2.0985320712038977e-05,4.6315544195199211e-05
76754219.055175781,76.754219055176,1.4623348396843949e-05,2.8322506327691757e-05,2.8802657416031464e-05,1.9154291054634221e-05,4.7312791765288638e-05
76754364.013671875,76.754364013672,1.4750213603320415e-05,2.6736432927206697e-05,2.6452336187779408e-05,2.0574289629431166e-05,6.1483492886539451e-05
76754508.972167969,76.754508972168,1.1920865864601372e-05,3.4430563152672336e-05,1.7800324820198021e-05,2.2787842390403032e-05,4.7844365941541837e-05
76754653.930664062,76.754653930664,1.4030313490345217e-05,3.3882145918060768e-05,1.8850298407023125e-05,2.3441150140732994e-05,3.5479292067003825e-05
76754798.889160156,76.754798889160,1.3680052323076157e-05,3.7082482108828054e-05,2.4186086185561389e-05,2.0418326707012128e-05,3.1448016409883815e-05
76754943.84765625,76.754943847656,1.2429762436172901e-05,4.3926440168715989e-05,2.4074502142698011e-05,2.851652755441037e-05,3.9306035064957624e-05
76755088.806152344,76.755088806152,1.313967509061215e-05,3.6065013521017552e-05,3.3712278490798312e-05,2.7500410873452792e-05,3.6232831300092329e-05
76755233.764648438,76.755233764648,1.2135490248784729e-05,2.939525183575766e-05,2.7025235037570813e-05,1.8094556944353442e-05,3.4462407752083423e-05
76755378.723144531,76.755378723145,1.1059479136351639e-05,2.8965320571891028e-05,1.6488541661545056e-05,2.1663526646046196e-05,3.9303360778084185e-05
76755523.681640625,76.755523681641,1.1325538236833915e-05,3.2588541614672294e-05,2.1532256633067471e-05,2.0900755325642648e-05,3.1954267696391827e-05
76755668.640136719,76.755668640137,1.0677715387090319e-05,2.8721550166575852e-05,1.9869302160081324e-05,3.0332842795786692e-05,3.9846560579931336e-05
76755813.598632812,76.755813598633,1.0260604368400835e-05,2.9292266467122185e-05,2.5815188967655637e-05,2.6671487640596447e-05,3.0979730058560192e-05
76755958.557128906,76.755958557129,1.152287634948316e-05,3.3354242109942744e-05,2.3938409966940435e-05,1.7922503949369382e-05,3.5502379886400569e-05
76756103.515625,76.756103515625,1.0048912487393806e-05,3.7916602044619549e-05,2.4169625153645415e-05,1.6534188718087413e-05,4.060447492186909e-05
76756248.474121094,76.756248474121,1.1050931972165185e-05,3.9820244506227055e-05,2.6274235462543262e-05,2.2342160354742987e-05,4.6897568828288741e-05
76756393.432617188,76.756393432617,1.1894739834552615e-05,4.0666335094112079e-05,2.8347143882108428e-05,2.8282912156564533e-05,5.5584009156540328e-05
76756538.391113281,76.756538391113,1.4693096197324171e-05,2.9346660405573604e-05,2.1284629137459291e-05,2.9906107296858716e-05,2.7956797839999987e-05
76756683.349609375,76.756683349609,1.3789578440463559e-05,2.5635820189702309e-05,2.2171939830194329e-05,2.3049614160440748e-05,3.2188981369144949e-05
76756828.308105469,76.756828308105,1.2591475217242954e-05,2.4085411531074718e-05,2.3101421991802163e-05,1.9588995131638601e-05,3.614074992893185e-05
76756973.266601562,76.756973266602,1.2022258424405581e-05,2.8208372688703464e-05,2.427702958803874e-05,1.6862660199899563e-05,3.3318450764083667e-05
76757118.225097656,76.757118225098,1.267325728874168e-05,2.5566602226539696e-05,2.920023741773012e-05,1.8914533223518365e-05,3.8817064181364187e-05
76757263.18359375,76.757263183594,1.130037118417325e-05,3.1164651635119543e-05,2.6448669764579641e-05,2.0077922961419532e-05,3.8079437279118621e-05
76757408.142089844,76.757408142090,1.2816402707543165e-05,3.3822360820100729e-05,2.0860817609932964e-05,1.8673119464008864e-05,3.6360130657052978e-05
76757553.100585938,76.757553100586,1.0183274306169427e-05,3.7442097225863508e-05,3.0779246585366409e-05,2.7292251234571974e-05,3.1528098522863791e-05
76757698.059082031,76.757698059082,9.0198704031455356e-06,3.2795068310197654e-05,2.7564224898834245e-05,3.2649336191972527e-05,4.1493667327176696e-05
76757843.017578125,76.757843017578,1.1425242115732597e-05,3.0988908641013236e-05,2.5953587310608401e-05,2.6361323464855399e-05,4.0394704925676879e-05
76757987.976074219,76.757987976074,1.4797331899245703e-05,3.773635267467674e-05,2.2471987804737474e-05,2.249533437776173e-05,3.8405872291074308e-05
76758132.934570312,76.758132934570,1.2670003217954166e-05,2.9978058842415434e-05,2.7582831887443135e-05,2.3461991162089392e-05,3.3068477649012434e-05
76758277.893066406,76.758277893066,1.2282211261184157e-05,3.7500889451089993e-05,3.0122265317224741e-05,2.3480903022349333e-05,3.0201973592990869e-05
76758422.8515625,76.758422851562,1.3265714145635085e-05,5.3857060240570998e-05,2.5543532013382038e-05,1.751557760091349e-05,3.5829113908966263e-05
76758567.810058594,76.758567810059,1.1105252943866366e-05,4.504394769827925e-05,2.784832874712067e-05,1.8055896903591001e-05,4.302042237107276e-05
76758712.768554688,76.758712768555,8.6182980671526752e-06,2.881753158545014e-05,2.7184336005205765e-05,1.7791348889983879e-05,3.3544058890562819e-05
76758857.727050781,76.758857727051,1.1611203401355772e-05,3.0147518197005039e-05,2.9478908816276298e-05,2.0396847602291196e-05,3.4367281547147431e-05
76759002.685546875,76.759002685547,1.4051072684675595e-05,3.322350433739436e-05,2.5960399155208281e-05,2.2401418013818629e-05,3.671682889378404e-05
76759147.644042969,76.759147644043,1.3914913599534342e-05,2.919751146242238e-05,2.0666940224625639e-05,2.3232995663796457e-05,3.7998958444500737e-05
76759292.602539062,76.759292602539,1.1523893134623775e-05,2.515042111110437e-05,2.4085352366686082e-05,1.9420958454195906e-05,4.2334808072355216e-05
76759437.561035156,76.759437561035,1.0612520914231254e-05,3.2499737854110678e-05,2.0594220644214786e-05,1.4429747054787584e-05,4.0545831137253129e-05
76759582.51953125,76.759582519531,1.3293497502087877e-05,2.8550696539431635e-05,2.3477547244196917e-05,2.5286886463054838e-05,3.3243824503080075e-05
76759727.478027344,76.759727478027,1.1739390537974055e-05,3.3416713800067759e-05,2.833640245349046e-05,2.7026572902924941e-05,3.0857369071578569e-05
76759872.436523438,76.759872436523,8.5866013861401414e-06,3.6815411065417632e-05,1.9692676606976708e-05,2.0351328714691963e-05,2.9638838825387673e-05
76760017.395019531,76.760017395020,8.7983953068188268e-06,2.7242339281484473e-05,1.9730640081119098e-05,2.285100232750965e-05,3.3005209862196617e-05
76760162.353515625,76.760162353516,1.2955630448546631e-05,3.8928124545668182e-05,2.3219899963418637e-05,2.0494122070202393e-05,4.0569347446660334e-05
76760307.312011719,76.760307312012,1.4296924157079523e-05,2.8220306979256005e-05,1.7774830283299188e-05,1.4606864309703686e-05,3.0815935036718607e-05
76760452.270507812,76.760452270508,9.2683564777078515e-06,3.0503149632365051e-05,1.9988281074226572e-05,2.336281943265179e-05,3.6846217393407013e-05
76760597.229003906,76.760597229004,9.0988851343001104e-06,2.5636207178063791e-05,2.5164433297647421e-05,2.3528212232161172e-05,3.5304199968014992e-05
76760742.1875,76.760742187500,9.8805146470423237e-06,3.3107808300414218e-05,2.8545753158868146e-05,2.0504093115050645e-05,3.4570123112877636e-05
76760887.145996094,76.760887145996,1.2796493444748262e-05,2.5661056979930943e-05,2.2001116913455386e-05,2.6129648954237143e-05,3.1790683560420011e-05
76761032.104492188,76.761032104492,1.3039777893976593e-05,2.9116352190946014e-05,2.4703991625826303e-05,2.2246483580974621e-05,3.3364733872730334e-05
76761177.062988281,76.761177062988,1.1912231047510789e-05,3.5117266465267544e-05,2.6307620338168445e-05,1.7636279332618551e-05,3.0993771750595748e-05
76761322.021484375,76.761322021484,1.0893869891321902e-05,3.2507657065178151e-05,2.6410067867145341e-05,1.9510441365487386e-05,3.53107909631168e-05
76761466.979980469,76.761466979980,1.046804629843898e-05,3.4623062237632979e-05,2.1100815295001339e-05,2.238502757394423e-05,3.6459061889355475e-05
76761611.938476562,76.761611938477,1.1077884370951488e-05,2.6933564363830623e-05,2.0985756836798117e-05,2.0009471837498669e-05,3.9219904148379103e-05
76761756.896972656,76.761756896973,1.1406431513963615e-05,2.401308571705103e-05,2.2024433342101685e-05,1.7862843369377111e-05,3.7205769450826792e-05
76761901.85546875,76.761901855469,1.1717447363189285e-05,4.071303989509519e-05,2.4342324957718325e-05,1.50619661696119e-05,3.9271841573035994e-05
76762046.813964844,76.762046813965,8.5921932536082642e-06,4.1890772413121908e-05,2.9159884362281533e-05,1.9491588392738429e-05,3.9082574554134653e-05
76762191.772460938,76.762191772461,8.4404040051637676e-06,3.4108697051538952e-05,2.8918933868962798e-05,2.7896043509524846e-05,3.3081151537591791e-05
76762336.730957031,76.762336730957,1.0906968731514435e-05,3.6651130539502952e-05,1.9367751864808446e-05,2.43779397563814e-05,3.3624462119286951e-05
76762481.689453125,76.762481689453,1.1148649083179439e-05,3.2274613612060085e-05,1.962593958533801e-05,2.1369199108138571e-05,3.7538371792768778e-05
76762626.647949219,76.762626647949,1.0774368278941299e-05,3.0151504349643595e-05,2.4165054036939335e-05,2.6541011826089474e-05,3.8889913106206565e-05
76762771.606445312,76.762771606445,1.0978460911463719e-05,3.5476279410579835e-05,2.3572902579216062e-05,2.6711694263894962e-05,3.4674300614475336e-05
76762916.564941406,76.762916564941,1.3237614448314771e-05,3.3512674575474683e-05,2.3108258028509888e-05,2.2020842063321563e-05,2.5721023445420491e-05
76763061.5234375,76.763061523438,1.3042147535095594e-05,2.7420452521739832e-05,2.3474767514099194e-05,2.3338215804267223e-05,3.0486489451352609e-05
76763206.481933594,76.763206481934,1.3241508747121137e-05,2.0823787570992672e-05,2.946987075387636e-05,2.3479890037057093e-05,3.0650415425256362e-05
76763351.440429688,76.763351440430,1.1321050224065172e-05,3.2401995458192517e-05,3.01346429241184e-05,1.9790259171870734e-05,3.1874611721050808e-05
76763496.398925781,76.763496398926,1.2707927751308198e-05,4.3827759359112752e-05,2.4439122265449773e-05,1.2471808358284196e-05,4.1298762116191942e-05
76763641.357421875,76.763641357422,1.4318767036211494e-05,3.4221916161787117e-05,2.0471086871288952e-05,1.4532182439110644e-05,4.5702463915909896e-05
76763786.315917969,76.763786315918,1.0951198474216671e-05,2.9683095867635665e-05,2.1475177162209677e-05,1.4485656519900052e-05,4.3317489939102647e-05
76763931.274414062,76.763931274414,1.304316110619741e-05,3.3093092279573946e-05,2.7660642954577487e-05,1.8152570409513949e-05,3.7997469667970052e-05
76764076.232910156,76.764076232910,1.2973277891761203e-05,3.0440719909493743e-05,2.7709098033857113e-05,1.9319469751967409e-05,3.4216685789041568e-05
76764221.19140625,76.764221191406,1.3061984040567941e-05,3.0418695429200783e-05,2.3420360477158593e-05,1.8634317867209725e-05,3.4001282243607258e-05
76764366.149902344,76.764366149902,1.1641283992788507e-05,3.6005681996208441e-05,3.0378723820480383e-05,2.3153309609620975e-05,3.4935294206317874e-05
76764511.108398438,76.764511108398,1.0204826100498505e-05,4.8712996866999447e-05,3.7846255658745005e-05,2.1546217449091211e-05,3.8253580617806066e-05
76764656.066894531,76.764656066895,1.0073333665067086e-05,3.9127030031768183e-05,3.7183413831630869e-05,1.9736172839153795e-05,3.7673421837665584e-05
76764801.025390625,76.764801025391,1.1367512863999726e-05,3.7203552894912758e-05,2.3874266604538497e-05,2.3770029794229978e-05,3.6998808742444854e-05
76764945.983886719,76.764945983887,1.3617220153251828e-05,3.6054108788517763e-05,2.1224109701078756e-05,2.3729760418490243e-05,3.5446514699707103e-05
76765090.942382812,76.765090942383,1.0917964833041394e-05,3.5295001354422427e-05,2.1009132119493055e-05,2.7282085745426707e-05,3.4427160703080123e-05
76765235.900878906,76.765235900879,1.0499478502404582e-05,3.4435927285270404e-05,1.9602544454634297e-05,2.3970832614072519e-05,3.5785619579370404e-05
76765380.859375,76.765380859375,1.3157576341132903e-05,3.9698259966608575e-05,2.3181600365797906e-05,2.4385649526015402e-05,3.8745699516030897e-05
76765525.817871094,76.765525817871,1.4654424949982257e-05,3.4408685311303121e-05,2.9149034619546472e-05,1.8960156085301295e-05,3.0152079057999773e-05
76765670.776367188,76.765670776367,1.6018710905092028e-05,2.9222441286382041e-05,3.2642304244790545e-05,1.5232106018388556e-05,3.6517252805076518e-05
76765815.734863281,76.765815734863,1.5767981158870614e-05,2.5898347456411941e-05,3.3826276783254754e-05,2.0877713226669687e-05,3.3533520962314262e-05
76765960.693359375,76.765960693359,1.1945949483660823e-05,1.841679810257687e-05,2.8472858428458865e-05,2.4161058311711445e-05,3.7103265772951275e-05
76766105.651855469,76.766105651855,1.1120731679516026e-05,3.3448495847325136e-05,2.1699715766542523e-05,2.2128381189022498e-05,3.4534841710911086e-05
76766250.610351562,76.766250610352,1.1533354114688001e-05,3.7649078919148362e-05,3.0381603363495189e-05,2.634540805014026e-05,2.4015159586355594e-05
76766395.568847656,76.766395568848,1.2301979179031111e-05,3.3323890498242493e-05,2.7471528681671214e-05,2.4247878455483845e-05,2.5869831969622805e-05
76766540.52734375,76.766540527344,1.4159366766188041e-05,3.0282416977253987e-05,2.8506256803965172e-05,1.836356690393299e-05,3.5157948302772566e-05
76766685.485839844,76.766685485840,1.1554843628936154e-05,3.4188400510947024e-05,2.6576791736976264e-05,1.8369592065711003e-05,3.1641602644107107e-05
76766830.444335938,76.766830444336,1.012302068160452e-05,2.9831867689149768e-05,2.1590014247921041e-05,2.3611664558325251e-05,3.8422429251436708e-05
76766975.402832031,76.766975402832,1.0780135980626577e-05,3.6892205483300878e-05,2.7209978661288653e-05,2.077470491980742e-05,3.0750603535918726e-05
76767120.361328125,76.767120361328,1.0925902332203085e-05,4.2869559193250331e-05,2.3034811283893106e-05,1.8124143110275059e-05,2.8784737784686572e-05
76767265.319824219,76.767265319824,9.7721616211558327e-06,3.0833515788353801e-05,2.0350035933854525e-05,2.1469326503934245e-05,2.4891019962349634e-05
76767410.278320312,76.767410278320,9.2797371127991792e-06,3.3525190383007477e-05,2.1614814006203503e-05,2.0843243157955898e-05,3.4219878152184967e-05
76767555.236816406,76.767555236816,9.9659782598676607e-06,3.4726535297401219e-05,1.9330816419673246e-05,2.236216247042214e-05,4.4440556310607323e-05
76767700.1953125,76.767700195312,1.2129771546211794e-05,3.6769382027002195e-05,2.306570036716252e-05,2.3734238399565409e-05,4.9796655268978179e-05
76767845.153808594,76.767845153809,1.1246350016989868e-05,3.3156881730131927e-05,2.2913712208432636e-05,2.4728689335768999e-05,4.7764109600882405e-05
76767990.112304688,76.767990112305,1.1256593030469582e-05,3.6103184219453314e-05,2.3233472506756408e-05,2.5579187677763579e-05,3.8471474956369615e-05
76768135.070800781,76.768135070801,1.1765576686182575e-05,2.8772577850951694e-05,2.8480739267919313e-05,3.3791228837436416e-05,3.6611505145109985e-05
76768280.029296875,76.768280029297,8.0475369140985856e-06,2.1310604959047982e-05,2.3765859161250133e-05,2.8130288485386187e-05,3.959113469259543e-05
76768424.987792969,76.768424987793,7.2104660283744934e-06,2.7041016591196869e-05,2.0923915357866025e-05,2.3352775114749528e-05,3.7111611402119434e-05
76768569.946289062,76.768569946289,1.1154763154272961e-05,2.8870526684790527e-05,1.991210224032935e-05,2.6134008721413617e-05,3.3793629813189123e-05
76768714.904785156,76.768714904785,1.4381572767343374e-05,2.6478098850740279e-05,2.8761619796850241e-05,2.8428638492989846e-05,3.6395127092521416e-05
76768859.86328125,76.768859863281,1.6058834585534306e-05,2.4035582049638429e-05,2.8525445235106516e-05,2.4565458570498241e-05,4.156488203231923e-05
76769004.821777344,76.769004821777,9.4797717122899692e-06,2.7888249032143947e-05,2.6003958142220419e-05,1.7934516628028065e-05,4.5297574458070851e-05
76769149.780273438,76.769149780273,6.0190031134368302e-06,3.5941301962589712e-05,2.5761384004504277e-05,2.3200101666934309e-05,4.5117024351268284e-05
76769294.738769531,76.769294738770,9.6638528837587452e-06,2.8961401626515725e-05,2.8244634873800812e-05,2.7831820110801442e-05,3.496892828474445e-05
76769439.697265625,76.769439697266,1.193430807707276e-05,2.9324356717719127e-05,2.1889340572198813e-05,2.1419456572441346e-05,3.6242649999447749e-05
76769584.655761719,76.769584655762,8.3164900416913141e-06,3.6922058711780944e-05,2.4230055889075547e-05,1.9588592336593179e-05,3.5983486069865141e-05
76769729.614257812,76.769729614258,7.0504715624627202e-06,4.0060668911298733e-05,2.4639466122689237e-05,2.2175521780674217e-05,4.1443170711874679e-05
76769874.572753906,76.769874572754,9.396067327069795e-06,3.9499192626243687e-05,2.0124565512971872e-05,1.8227330452405846e-05,3.8857149241224912e-05
76770019.53125,76.770019531250,9.5297299943057769e-06,4.0257117571933808e-05,1.6240467303440549e-05,2.3984033998213173e-05,3.9740989489777308e-05
76770164.489746094,76.770164489746,9.1160364976528483e-06,2.8192566189507344e-05,2.0749215655420632e-05,2.8161120059108194e-05,3.3733843728951489e-05
76770309.448242188,76.770309448242,1.0052649739194806e-05,3.3964677391889077e-05,2.35711903449004e-05,2.3682328175812888e-05,2.9698776997436161e-05
76770454.406738281,76.770454406738,1.2104837657795855e-05,3.0662992927631106e-05,2.2060269241784174e-05,2.3096250070922575e-05,4.1357847858989943e-05
76770599.365234375,76.770599365234,1.1709578294960486e-05,3.1510222176155005e-05,2.1269821629651057e-05,1.5330503403307738e-05,5.059990916149449e-05
76770744.323730469,76.770744323730,1.044711193892786e-05,3.7534150200707086e-05,2.2420890021871194e-05,2.0485779188375535e-05,4.5919631159640772e-05
76770889.282226562,76.770889282227,8.2079082683171797e-06,3.2170392272729929e-05,1.8131707817143347e-05,2.7090769655095268e-05,3.8264931411215277e-05
76771034.240722656,76.771034240723,1.0447120832962119e-05,2.1354083295472705e-05,2.2650509893709756e-05,2.2438627399919233e-05,3.5401557496579136e-05
76771179.19921875,76.771179199219,1.281583226931497e-05,3.2083915285563017e-05,2.6614877409399096e-05,2.3158329129041737e-05,3.5606802137309135e-05
76771324.157714844,76.771324157715,1.3637609144143147e-05,4.5864395114686954e-05,2.9402582346772086e-05,2.1070750262752298e-05,3.0368370256139077e-05
76771469.116210938,76.771469116211,1.4581802935676648e-05,3.8020433517304417e-05,2.7265009681578212e-05,1.5442916230410097e-05,2.9994323040591809e-05
76771614.074707031,76.771614074707,1.3209134835584931e-05,3.2956033937539378e-05,3.0656026899372906e-05,1.3354122268525209e-05,4.3201540614930747e-05
76771759.033203125,76.771759033203,1.3304398409525463e-05,3.0921999077384304e-05,2.2509971285834287e-05,1.8681104850016486e-05,4.7235400093900939e-05
76771903.991699219,76.771903991699,1.0604417902253584e-05,3.1125537566583293e-05,2.0725296846625804e-05,2.4715269758133003e-05,4.4918358992891775e-05
76772048.950195312,76.772048950195,1.151057050339034e-05,3.7341427338485122e-05,2.0982988826462779e-05,1.9869092470829593e-05,4.2992625330993764e-05
76772193.908691406,76.772193908691,1.1783126414255109e-05,2.9265634044540231e-05,3.0114898669080618e-05,2.0781259655113108e-05,3.9909294886072314e-05
76772338.8671875,76.772338867188,9.4137609885161064e-06,2.9306569835972469e-05,3.9184908247433374e-05,2.2147914076975386e-05,2.949717205699809e-05
76772483.825683594,76.772483825684,1.1863756424688021e-05,2.6196826781657224e-05,3.2256872375585369e-05,2.4652741804139227e-05,3.1084827305487377e-05
76772628.784179688,76.772628784180,1.1038958600600409e-05,2.5430825106648779e-05,2.5393981390261939e-05,2.1806200868675325e-05,2.6346197646793847e-05
76772773.742675781,76.772773742676,1.1139298300830446e-05,3.5282223511773833e-05,2.503366081008569e-05,2.1423013592103962e-05,3.7571769480831995e-05
76772918.701171875,76.772918701172,1.0426589979550457e-05,4.4150733531646038e-05,2.6902513176098286e-05,1.6440198837402342e-05,3.4489034184086525e-05
76773063.659667969,76.773063659668,1.0125358107090133e-05,4.0884341628104139e-05,2.4530038808999445e-05,2.059543916164485e-05,3.0205076826960744e-05
76773208.618164062,76.773208618164,9.5052497784096861e-06,3.1540839383931664e-05,2.5004616293175411e-05,2.4328159028666315e-05,3.5481466654320242e-05
76773353.576660156,76.773353576660,1.0884027581316032e-05,2.5903329998277645e-05,2.6041218737277894e-05,2.2032515534908889e-05,2.8189639459229194e-05
76773498.53515625,76.773498535156,1.1839937597748569e-05,2.3374731502040758e-05,2.4681721133468498e-05,2.2172511428982369e-05,3.7929986287434559e-05
76773643.493652344,76.773643493652,1.1972378441532035e-05,3.253324001703545e-05,2.7223006633190559e-05,2.2758341121725628e-05,4.4288191325429017e-05
76773788.452148438,76.773788452148,7.827179744085023e-06,3.0387102694658179e-05,2.4017879099718334e-05,2.0788014318903293e-05,2.8033530694677894e-05
76773933.410644531,76.773933410645,1.037987996907803e-05,3.7105937148733972e-05,2.4223562212484052e-05,2.2113975307211064e-05,2.2078813993464759e-05
76774078.369140625,76.774078369141,1.4674289250186449e-05,3.4755787288579322e-05,2.6657251795592127e-05,1.8756177971930075e-05,2.1711681699851105e-05
76774223.327636719,76.774223327637,1.5351956837593074e-05,2.0965568434464151e-05,2.6563782166136733e-05,1.3965191829496362e-05,3.0728848389873742e-05
76774368.286132812,76.774368286133,1.437360242689367e-05,3.6162491242511523e-05,1.8979521306194863e-05,1.9497079268855545e-05,3.4869966575172515e-05
76774513.244628906,76.774513244629,1.1602651974956011e-05,3.9480706371322675e-05,1.8947907754721671e-05,2.4086598617145111e-05,3.9874350077185595e-05
76774658.203125,76.774658203125,1.3239415016222406e-05,2.2922977076571105e-05,2.8544593379650171e-05,2.4905663869522336e-05,4.2599147983726899e-05
76774803.161621094,76.774803161621,1.4298631402925899e-05,2.886303677779787e-05,2.3533174158431224e-05,2.227824259296918e-05,4.9188246729378089e-05
76774948.120117188,76.774948120117,1.2078399372689199e-05,2.7723146798827799e-05,2.4688510197826747e-05,2.2805659488832413e-05,4.4542523114132654e-05
76775093.078613281,76.775093078613,1.2017765003561533e-05,3.9333397084710685e-05,2.2847897981363289e-05,2.010529920638411e-05,3.7740311448412973e-05
76775238.037109375,76.775238037109,1.3813195674456203e-05,3.7161383856042233e-05,2.4242919450367601e-05,1.7269789823067778e-05,3.8678131097033231e-05
