Frequency_Hz,Frequency_MHz,OffsetFrom76MHz_Hz,OffsetFrom800kHzCenter_Hz,TwoTapFirAttenuation_dB,20260515_092941_PSD,20260515_133100_PSD,20260515_134951_PSD,20260515_140509_PSD,20260521_162959_PSD,20260515_092941_PSD_dB,20260515_133100_PSD_dB,20260515_134951_PSD_dB,20260515_140509_PSD_dB,20260521_162959_PSD_dB,20260515_092941_After2TapFir_dB,20260515_133100_After2TapFir_dB,20260515_134951_After2TapFir_dB,20260515_140509_After2TapFir_dB,20260521_162959_After2TapFir_dB
76721023.559570312,76.721023559570,721023.55957,-78976.4404297,-30.5155712988,1.14541633975014e-05,2.9286531747192333e-05,2.7246741836364239e-05,2.2127838033890028e-05,4.3179292522928665e-05,-49.4103662582,-45.3333205653,-45.6468542319,-46.5506101607,-43.647244777,-79.925937557,-75.848891864,-76.1624255307,-77.0661814595,-74.1628160758
76721168.518066406,76.721168518066,721168.518066,-78831.4819336,-30.513825733,1.1484514776969678e-05,2.473683975526965e-05,2.2231421635898041e-05,2.098452224685385e-05,3.4635527183576961e-05,-49.3988734911,-46.0665578427,-46.5303276452,-46.7810091389,-44.6047819763,-79.9126992241,-76.5803835757,-77.0441533782,-77.2948348719,-75.1186077093
76721313.4765625,76.721313476562,721313.476562,-78686.5234375,-30.5120805182,1.628215782564251e-05,2.8658916646924651e-05,2.1798425585531704e-05,1.9361137920529062e-05,4.1311842729555245e-05,-47.8828803988,-45.4274023066,-46.6157487264,-47.130691213,-43.8392543273,-78.3949609171,-75.9394828248,-77.1278292447,-77.6427717312,-74.3513348455
76721458.435058594,76.721458435059,721458.435059,-78541.5649414,-30.5103356544,1.3143568744609027e-05,3.2231264784633791e-05,2.2557001628836139e-05,2.2002942256179512e-05,4.546705949487153e-05,-48.8128669903,-44.9172265204,-46.4671862909,-46.5751924099,-43.4230313215,-79.3232026447,-75.4275621747,-76.9775219453,-77.0855280642,-73.9333669758
76721603.393554688,76.721603393555,721603.393555,-78396.6064453,-30.5085911413,9.2354229609879182e-06,2.9587097789753542e-05,2.3297148560250762e-05,1.8119793284764254e-05,4.5596559624001777e-05,-50.3454321009,-45.2889763287,-46.3269723092,-47.4184676117,-43.4106792472,-80.8540232421,-75.79756747,-76.8355634505,-77.927058753,-73.9192703885
76721748.352050781,76.721748352051,721748.352051,-78251.6479492,-30.5068469788,1.1783740413276582e-05,2.3482828187056603e-05,2.7714274912350736e-05,1.6339613443347769e-05,4.9381276548233925e-05,-49.2871683323,-46.2924959941,-45.5729647935,-47.8675822206,-43.0643768738,-79.7940153111,-76.7993429729,-76.0798117723,-78.3744291994,-73.5712238525
76721893.310546875,76.721893310547,721893.310547,-78106.6894531,-30.5051031668,1.3774349793323446e-05,2.8986924392035113e-05,3.1261301674877954e-05,1.7904596930210594e-05,4.7693788210762317e-05,-48.609288925,-45.3779786227,-45.0499294255,-47.4703545142,-43.2153818116,-79.1143920918,-75.8830817895,-75.5550325923,-77.9754576809,-73.7204849784
76722038.269042969,76.722038269043,722038.269043,-77961.730957,-30.5033597051,1.2319178706280478e-05,2.6081949995644687e-05,3.0789742808792319e-05,1.8059874569134422e-05,3.305242191344466e-05,-49.0941824471,-45.8365994205,-45.1159393881,-47.4328527031,-44.8079671212,-79.5975421522,-76.3399591257,-75.6192990932,-77.9362124082,-75.3113268263
76722183.227539062,76.722183227539,722183.227539,-77816.7724609,-30.5016165937,1.228073738438156e-05,2.6736256880158251e-05,2.6241222693687348e-05,2.1175097305593934e-05,3.6467844677344117e-05,-49.1077555564,-45.7289939476,-45.8101593314,-46.7417458529,-44.380899036,-79.6093721501,-76.2306105412,-76.3117759251,-77.2433624465,-74.8825156297
76722328.186035156,76.722328186035,722328.186035,-77671.8139648,-30.4998738322,1.1072548305911396e-05,3.1533639664181572e-05,2.7682649735508858e-05,1.9204566336683084e-05,3.3839476084807495e-05,-49.5575241635,-45.0122589938,-45.5779234231,-47.165954953,-44.7057636949,-80.0573979958,-75.512132826,-76.0777972553,-77.6658287853,-75.2056375271
76722473.14453125,76.722473144531,722473.144531,-77526.8554688,-30.4981314207,9.3654382042957079e-06,3.2881211309182241e-05,2.7358228560468957e-05,1.9503462612270847e-05,3.3658308216963232e-05,-50.2847189739,-44.8305219189,-45.6291202652,-47.0988827787,-44.7290771696,-80.7828503946,-75.3286533396,-76.1272516859,-77.5970141995,-75.2272085903
76722618.103027344,76.722618103027,722618.103027,-77381.8969727,-30.496389359,1.1146919725846392e-05,3.1945844929930688e-05,2.2375255235330346e-05,2.2345817054537485e-05,2.8879006859866027e-05,-49.5284512642,-44.955856208,-46.5023200197,-46.5080376113,-45.394177461,-80.0248406232,-75.452245567,-76.9987093787,-77.0044269703,-75.89056682
76722763.061523438,76.722763061523,722763.061523,-77236.9384766,-30.4946476469,1.1816320303598135e-05,4.6406896765852409e-05,2.2761489266513362e-05,1.9290925809185628e-05,4.2834177022404598e-05,-49.2751774517,-43.3341747193,-46.427993258,-47.1464692922,-43.6820957283,-79.7698250986,-73.8288223662,-76.9226409049,-77.6411169391,-74.1767433752
76722908.020019531,76.722908020020,722908.02002,-77091.9799805,-30.4929062843,1.6593356355927787e-05,3.3927330820272451e-05,1.9526448729644885e-05,2.5798013869682708e-05,4.453725439359422e-05,-47.8006575988,-44.6945030645,-47.0937673456,-45.8841372809,-43.5127655961,-78.2935638831,-75.1874093488,-77.5866736299,-76.3770435652,-74.0056718804
76723052.978515625,76.723052978516,723052.978516,-76947.0214844,-30.4911652711,1.3354009862740586e-05,3.0301840813109289e-05,2.6430306200733645e-05,2.4380750125454431e-05,4.0256325809993475e-05,-48.7438830735,-45.1853098765,-45.7789780544,-46.1295293652,-43.9516586564,-79.2350483446,-75.6764751475,-76.2701433255,-76.6206946363,-74.4428239275
76723197.937011719,76.723197937012,723197.937012,-76802.0629883,-30.489424607,1.1055082484071809e-05,3.5952199432003386e-05,2.6330788957040581e-05,3.0141143939171002e-05,2.9989800810965609e-05,-49.5643801272,-44.4427453582,-45.7953612781,-45.2084026904,-45.2302641877,-80.0538047342,-74.9321699653,-76.2847858851,-75.6978272974,-75.7196887947
76723342.895507812,76.723342895508,723342.895508,-76657.1044922,-30.4876842921,8.35350415744376e-06,3.614477987732089e-05,2.0710760243815692e-05,1.9947156243685918e-05,2.9298467320852557e-05,-50.7813130691,-44.4195441577,-46.8380395887,-47.0011901054,-45.3315509813,-81.2689973612,-74.9072284498,-77.3257238808,-77.4888743975,-75.8192352733
76723487.854003906,76.723487854004,723487.854004,-76512.1459961,-30.485944326,9.348569859878389e-06,3.6585382228072269e-05,2.4944842533720698e-05,1.6181694395522524e-05,3.6125100334805369e-05,-50.2925482223,-44.3669240329,-46.0301923323,-47.9097600509,-44.4219093801,-80.7784925483,-74.8528683589,-76.5161366584,-78.395704377,-74.9078537062
76723632.8125,76.723632812500,723632.8125,-76367.1875,-30.4842047088,1.1630151976067819e-05,2.9662827254536823e-05,2.4458364613958118e-05,2.4016466822199357e-05,3.1004119416603732e-05,-49.3441461013,-45.277874574,-46.1157258503,-46.1949088338,-45.0858059904,-79.8283508101,-75.7620792828,-76.5999305591,-76.6791135426,-75.5700106992
76723777.770996094,76.723777770996,723777.770996,-76222.2290039,-30.4824654402,1.4930028789318176e-05,2.995534164178861e-05,3.191909002400323e-05,2.0203104974716429e-05,3.4237787298951636e-05,-48.2593935483,-45.235257229,-44.9594949837,-46.9458187958,-44.6549431043,-78.7418589885,-75.7177226692,-75.441960424,-77.428284236,-75.1374085446
76723922.729492188,76.723922729492,723922.729492,-76077.2705078,-30.4807265202,1.3165113790695674e-05,3.1693918880298446e-05,2.4793701359046267e-05,1.7812908029665725e-05,3.3316147223867955e-05,-48.8057538278,-44.9902405797,-46.0565863419,-47.4926517441,-44.7734522744,-79.286480348,-75.4709670999,-76.5373128621,-77.9733782643,-75.2541787945
76724067.687988281,76.724067687988,724067.687988,-75932.3120117,-30.4789879485,1.4360775618704701e-05,2.8363141218024046e-05,1.8498370881983251e-05,1.7468604476410268e-05,2.7892848972388012e-05,-48.4282210342,-45.4724567271,-47.3286651744,-47.5774178834,-45.5450712468,-78.9072089827,-75.9514446756,-77.8076531229,-78.0564058319,-76.0240591953
76724212.646484375,76.724212646484,724212.646484,-75787.3535156,-30.477249725,1.3530331895381891e-05,3.810526211681909e-05,2.5929616828262992e-05,2.2637487317275627e-05,3.8938570975585699e-05,-48.6869155015,-44.1901504662,-45.8620390092,-46.4517177999,-44.096199909,-79.1641652265,-74.6674001912,-76.3392887342,-76.9289675249,-74.573449634
76724357.604980469,76.724357604980,724357.60498,-75642.3950195,-30.4755118497,1.7568051508739841e-05,4.6847192704690327e-05,2.2086976210312041e-05,2.3964354197426322e-05,3.7526158950926544e-05,-47.552764039,-43.2931642888,-46.558637366,-46.2043427008,-44.2566588621,-78.0282758886,-73.7686761385,-77.0341492156,-76.6798545505,-74.7321707117
76724502.563476562,76.724502563477,724502.563477,-75497.4365234,-30.4737743223,1.4536968757999299e-05,3.9616328773868164e-05,2.5906891939400375e-05,2.0183297560446812e-05,3.9813854023052506e-05,-48.3752614292,-44.0212577279,-45.8658468638,-46.9500787698,-43.9996578022,-78.8490357515,-74.4950320502,-76.339621186,-77.4238530921,-74.4734321244
76724647.521972656,76.724647521973,724647.521973,-75352.4780273,-30.4720371427,1.2609417521974143e-05,3.6415665289511276e-05,3.3311383068884901e-05,2.0966148185487314e-05,3.0574192036223629e-05,-48.9930497471,-44.3871175137,-44.7740733528,-46.78481349,-45.1464501095,-79.4650868898,-74.8591546564,-75.2461104955,-77.2568506327,-75.6184872522
76724792.48046875,76.724792480469,724792.480469,-75207.5195312,-30.4703003108,1.1698665171868275e-05,3.9429023033786092e-05,3.000757154083873e-05,2.0233142453845575e-05,3.1331299930149858e-05,-49.3186368881,-44.0418398367,-45.2276914983,-46.9393666076,-45.0402158594,-79.7889371989,-74.5121401475,-75.6979918091,-77.4096669184,-75.5105161702
76724937.438964844,76.724937438965,724937.438965,-75062.5610352,-30.4685638264,1.4556348187358283e-05,3.6375444741051187e-05,2.8096066461159601e-05,2.1055749368615626e-05,3.8175300328533628e-05,-48.3694756465,-44.3919168811,-45.5135447845,-46.7662929754,-44.1821753762,-78.8380394729,-74.8604807075,-75.9821086109,-77.2348568018,-74.6507392026
76725082.397460938,76.725082397461,725082.397461,-74917.6025391,-30.4668276894,1.276196876716132e-05,3.1438703041881553e-05,3.2028240353541858e-05,1.7981777477737223e-05,3.3359788166560856e-05,-48.9408232258,-45.0253537845,-44.9446692102,-47.4516738098,-44.7677671578,-79.4076509152,-75.492181474,-75.4114968997,-77.9185014992,-75.2345948472
76725227.355957031,76.725227355957,725227.355957,-74772.644043,-30.4650918997,1.0467332094829826e-05,3.7398331074584282e-05,2.7050239027657805e-05,2.0872952449487361e-05,2.5634431233123258e-05,-49.8016399684,-44.2714777805,-45.6782889293,-46.8041611625,-45.9117631408,-80.2667318682,-74.7365696802,-76.143380829,-77.2692530623,-76.3768550405
76725372.314453125,76.725372314453,725372.314453,-74627.6855469,-30.4633564572,8.0774704094190567e-06,3.7211172101612428e-05,2.5554108387000607e-05,2.2279985033658398e-05,3.089145896448984e-05,-50.9272462428,-44.2932665007,-45.9253926749,-46.5208510523,-45.1016158004,-81.3906026999,-74.7566229579,-76.3887491321,-76.9842075095,-75.5649722575
76725517.272949219,76.725517272949,725517.272949,-74482.7270508,-30.4616213616,7.0725302377736188e-06,3.390060608612911e-05,2.9304913822426105e-05,2.0127407759076496e-05,3.5807724249406851e-05,-51.5042518709,-44.6979253727,-45.3305955142,-46.9621215499,-44.4602327958,-81.9658732325,-75.1595467342,-75.7922168758,-77.4237429114,-74.9218541574
76725662.231445312,76.725662231445,725662.231445,-74337.7685547,-30.4598866128,8.23297892292804e-06,3.3174026399778066e-05,2.3906400078162712e-05,2.4425579582509059e-05,3.5517791745587704e-05,-50.8444299642,-44.7920181407,-46.2148581677,-46.1215512233,-44.4955404353,-81.304316577,-75.2519047535,-76.6747447805,-76.5814378361,-74.9554270481
76725807.189941406,76.725807189941,725807.189941,-74192.8100586,-30.4581522108,1.7112263013700979e-05,3.9712553249575888e-05,1.9953707778642288e-05,1.9360323780031216e-05,3.9625787743767319e-05,-47.6669255332,-44.0107218983,-46.999763923,-47.1308738387,-44.020220911,-78.125077744,-74.4688741091,-77.4579161338,-77.5890260495,-74.4783731218
76725952.1484375,76.725952148438,725952.148438,-74047.8515625,-30.4564181553,1.6402426971336444e-05,3.5866417100230648e-05,2.4094912798522254e-05,1.5660210583571047e-05,4.0757989348856376e-05,-47.8509188718,-44.453120053,-46.1807464111,-48.0520240226,-43.8978724852,-78.3073370271,-74.9095382082,-76.6371645664,-78.5084421779,-74.3542906405
76726097.106933594,76.726097106934,726097.106934,-73902.8930664,-30.4546844463,1.3632098432215643e-05,3.6513978976778902e-05,2.4177277534675403e-05,1.9348227276464289e-05,4.5345884976435267e-05,-48.6543728669,-44.3754083883,-46.1659260415,-47.1335881976,-43.4346211793,-79.1090573132,-74.8300928345,-76.6206104877,-77.5882726438,-73.8893056256
76726242.065429688,76.726242065430,726242.06543,-73757.9345703,-30.4529510835,1.1690508836348934e-05,3.5123592186694757e-05,1.7612801147054672e-05,2.2392981758663364e-05,4.328750780236222e-05,-49.321665855,-44.54401074,-47.5417156817,-46.4988807368,-43.6363741716,-79.7746169385,-74.9969618235,-77.9946667652,-76.9518318203,-74.0893252551
76726387.023925781,76.726387023926,726387.023926,-73612.9760742,-30.4512180669,1.0212005707357945e-05,2.7604689467985598e-05,2.1051624035960895e-05,2.3067351282991961e-05,4.0805725492107965e-05,-49.9088895115,-45.5901713398,-46.7671439471,-46.3700227064,-43.8927889634,-80.3601075784,-76.0413894067,-77.218362014,-76.8212407733,-74.3440070303
76726531.982421875,76.726531982422,726531.982422,-73468.0175781,-30.4494853963,1.0184884066017734e-05,3.1526995174371922e-05,2.7931084349880929e-05,2.2820757614035962e-05,3.0352904380619255e-05,-49.9204391019,-45.0131741972,-45.5391220365,-46.4166994177,-45.1779974623,-80.3699244982,-75.4626595935,-75.9886074328,-76.866184814,-75.6274828586
76726676.940917969,76.726676940918,726676.940918,-73323.059082,-30.4477530716,1.0136660095317564e-05,3.0598961279941424e-05,2.0377151372467209e-05,1.71415853716079e-05,2.9774384429001995e-05,-49.9410511612,-45.1429331594,-46.9085652836,-47.6594901402,-45.2615720858,-80.3888042328,-75.590686231,-77.3563183552,-78.1072432118,-75.7093251574
76726821.899414062,76.726821899414,726821.899414,-73178.1005859,-30.4460210927,1.2059636917679592e-05,2.8136205405468601e-05,3.1124796461824019e-05,1.6464897124051906e-05,3.7268259122256139e-05,-49.186657674,-45.5073447416,-45.0689347992,-47.834409785,-44.2866089357,-79.6326787667,-75.9533658342,-75.5149558919,-78.2804308777,-74.7326300283
76726966.857910156,76.726966857910,726966.85791,-73033.1420898,-30.4442894593,8.9969280275049116e-06,2.9508410280451549e-05,2.8734966172941518e-05,1.8916714998827597e-05,3.3057939349471016e-05,-50.4590575372,-45.3005418681,-45.4158930979,-47.2315427923,-44.8072422146,-80.9033469965,-75.7448313274,-75.8601825571,-77.6758322516,-75.2515316738
76727111.81640625,76.727111816406,727111.816406,-72888.1835938,-30.4425581714,1.0876101341836866e-05,3.51747613609447e-05,2.6030654996422192e-05,2.4886751626465842e-05,3.8390749302051426e-05,-49.6352675438,-44.537688403,-45.8451490382,-46.0403178651,-44.1577341134,-80.0778257152,-74.9802465744,-76.2877072096,-76.4828760365,-74.6002922848
76727256.774902344,76.727256774902,727256.774902,-72743.2250977,-30.4408272288,1.2466827368226118e-05,3.2368740219786202e-05,2.5408804839615755e-05,2.2397289067803798e-05,3.8971821205586161e-05,-49.0424405428,-44.8987420286,-45.9501576249,-46.498045448,-44.0924929857,-79.4832677716,-75.3395692574,-76.3909848537,-76.9388726768,-74.5333202145
76727401.733398438,76.727401733398,727401.733398,-72598.2666016,-30.4390966314,1.1439476619097114e-05,3.5222638783865582e-05,2.047312145082901e-05,2.5455852891788528e-05,2.9737533884347915e-05,-49.41593845,-44.5317811099,-46.8881593723,-45.9421234746,-45.266950501,-79.8550350815,-74.9708777414,-77.3272560038,-76.381220106,-75.7060471324
76727546.691894531,76.727546691895,727546.691895,-72453.3081055,-30.4373663791,1.2418116388676993e-05,4.0875061679404379e-05,2.4453986995787747e-05,2.2824376231776857e-05,4.4130452753669156e-05,-49.0594427405,-43.8854157899,-46.1165032308,-46.4160108248,-43.5526161691,-79.4968091196,-74.322782169,-76.5538696099,-76.8533772039,-73.9899825482
76727691.650390625,76.727691650391,727691.650391,-72308.3496094,-30.4356364717,1.30598338679323e-05,3.5341410490457759e-05,2.5224786625289457e-05,2.1980609567935922e-05,4.7575861510176367e-05,-48.8406234762,-44.5171612161,-45.9817249874,-46.5796026786,-43.2261333871,-79.2762599479,-74.9527976878,-76.4173614591,-77.0152391503,-73.6617698588
76727836.608886719,76.727836608887,727836.608887,-72163.3911133,-30.4339069091,1.5576583788222131e-05,3.1155304209767148e-05,3.0539898212611595e-05,2.31521752628974e-05,3.7914750124909084e-05,-48.0752778444,-45.0646800381,-45.1513241475,-46.3540819859,-44.2119180186,-78.5091847535,-75.4985869471,-75.5852310566,-76.7879888949,-74.6458249277
76727981.567382812,76.727981567383,727981.567383,-72018.4326172,-30.4321776911,1.1466156856746613e-05,3.4656341442351079e-05,2.3620434097489895e-05,2.7253331783858018e-05,2.2473150788115016e-05,-49.4058212138,-44.6021728626,-46.2671212516,-45.6458039662,-46.4833603421,-79.8379989049,-75.0343505537,-76.6992989427,-76.0779816573,-76.9155380332
76728126.525878906,76.728126525879,728126.525879,-71873.4741211,-30.4304488176,1.2829704315889257e-05,3.6063565718192408e-05,2.3670184719822949e-05,2.0733691997457592e-05,2.3099216203033738e-05,-48.9178335262,-44.4293133543,-46.2579835287,-46.8332335727,-46.3640275623,-79.3482823438,-74.8597621718,-76.6884323462,-77.2636823903,-76.7944763799
76728271.484375,76.728271484375,728271.484375,-71728.515625,-30.4287202884,1.3849154292071023e-05,3.404470460994146e-05,2.2538106915227939e-05,1.9804376818848082e-05,3.6415891085993252e-05,-48.5857674627,-44.6795042964,-46.4708256526,-47.0323881892,-44.3870905852,-79.0144877512,-75.1082245848,-76.899545941,-77.4611084776,-74.8158108737
76728416.442871094,76.728416442871,728416.442871,-71583.5571289,-30.4269921035,1.3668325139441226e-05,3.0489571301225239e-05,2.4887224669243727e-05,1.9664334486361901e-05,3.9114741902917192e-05,-48.6428469884,-45.1584868199,-46.040235316,-47.0632074713,-44.0765953108,-79.0698390919,-75.5854789234,-76.4672274195,-77.4901995748,-74.5035874143
76728561.401367188,76.728561401367,728561.401367,-71438.5986328,-30.4252642627,1.2749954436221899e-05,3.6588093036408834e-05,2.4473793407969933e-05,2.724445598520619e-05,4.3951322019516534e-05,-48.9449136724,-44.3666022526,-46.1129871032,-45.6472185963,-43.5702805717,-79.3701779351,-74.7918665153,-76.5382513659,-76.072482859,-73.9955448344
76728706.359863281,76.728706359863,728706.359863,-71293.6401367,-30.4235367658,1.0556504981709138e-05,3.5702005683405764e-05,2.5456373357960242e-05,3.4057657449903732e-05,4.3433042302838027e-05,-49.7647984301,-44.4730738521,-45.9420346804,-44.6778522694,-43.6217974906,-80.188335196,-74.8966106179,-76.3655714462,-75.1013890353,-74.0453342565
76728851.318359375,76.728851318359,728851.318359,-71148.6816406,-30.4218096128,1.07813212560771e-05,2.4457840283752034e-05,2.4059088558819181e-05,3.1972241330266363e-05,3.9808091251688574e-05,-49.6732801289,-46.1158189539,-46.1872082926,-44.9522691758,-44.000286458,-80.0950897417,-76.5376285667,-76.6090179054,-75.3740787886,-74.4220960708
76728996.276855469,76.728996276855,728996.276855,-71003.7231445,-30.4200828034,1.2189648410742965e-05,2.0683401232539613e-05,1.9050753389347614e-05,2.6680830742106079e-05,3.2556358080873592e-05,-49.1400882067,-46.8437804319,-47.2008784485,-45.7380065223,-44.8736418345,-79.5601710102,-77.2638632353,-77.6209612519,-76.1580893257,-75.2937246379
76729141.235351562,76.729141235352,729141.235352,-70858.7646484,-30.4183563376,1.5170854927424963e-05,2.7162898602851236e-05,2.143321514287943e-05,2.4718303796251227e-05,3.1497313262213357e-05,-48.1898994461,-45.6602388756,-46.6891267664,-46.0698133444,-45.0172649018,-78.6082557837,-76.0785952132,-77.1074831041,-76.488169682,-75.4356212395
76729286.193847656,76.729286193848,729286.193848,-70713.8061523,-30.4166302152,1.2203687746882149e-05,3.3875217564814577e-05,1.7956969824549223e-05,2.5338863973372066e-05,3.7310378412117207e-05,-49.1350891309,-44.7011790684,-47.4576694715,-45.962128599,-44.281703462,-79.5517193461,-75.1178092836,-77.8742996867,-76.3787588142,-74.6983336772
76729431.15234375,76.729431152344,729431.152344,-70568.8476562,-30.4149044361,8.2926316858201994e-06,3.5772335014509754e-05,2.8763213748329504e-05,2.1973638774915728e-05,3.1185035910066493e-05,-50.8130762322,-44.4645271065,-45.4116259134,-46.5809801914,-45.0605375152,-81.2279806683,-74.8794315426,-75.8265303494,-76.9958846274,-75.4754419512
76729576.110839844,76.729576110840,729576.11084,-70423.8891602,-30.4131790001,9.6665291496541867e-06,3.7572756627385141e-05,3.1695043757471537e-05,2.0584836166884866e-05,3.1782478149954128e-05,-50.1472943509,-44.2512694057,-44.9900864431,-46.8645258517,-44.9781224291,-80.560473351,-74.6644484058,-75.4032654432,-77.2777048518,-75.3913014292
76729721.069335938,76.729721069336,729721.069336,-70278.9306641,-30.4114539071,1.1718421847830451e-05,3.5701124265857183e-05,2.6646364872748249e-05,1.9342314240713294e-05,3.5965608177736408e-05,-49.3113087201,-44.4731810728,-45.7436202954,-47.1349156532,-44.4411259139,-79.7227626272,-74.8846349799,-76.1550742025,-77.5463695602,-74.852579821
76729866.027832031,76.729866027832,729866.027832,-70133.972168,-30.4097291569,1.020336743766315e-05,4.0747980113759949e-05,3.1518452682773582e-05,2.0975177197207975e-05,3.9560213916111849e-05,-49.9125647351,-43.8989391446,-45.0143511123,-46.7829436159,-44.0274136868,-80.322293892,-74.3086683015,-75.4240802692,-77.1926727728,-74.4371428438
76730010.986328125,76.730010986328,730010.986328,-69989.0136719,-30.4080047495,9.9562735511102127e-06,3.4292249641686923e-05,3.3549571942982395e-05,2.3036265423767622e-05,4.3641619431908975e-05,-50.0190317955,-44.6480402334,-44.743130166,-46.3758792617,-43.600991422,-80.427036545,-75.0560449829,-75.1511349155,-76.7838840112,-74.0089961715
76730155.944824219,76.730155944824,730155.944824,-69844.0551758,-30.4062806847,1.1318052458823747e-05,3.9526701617526475e-05,2.7246746205855576e-05,1.9992708509300367e-05,4.0885151569099223e-05,-49.4622829745,-44.0310942469,-45.6468535354,-46.9912836591,-43.884343879,-79.8685636592,-74.4373749316,-76.0531342201,-77.3975643438,-74.2906245636
76730300.903320312,76.730300903320,730300.90332,-69699.0966797,-30.4045569623,1.3719099680651022e-05,2.9024883413234457e-05,2.1614765318746673e-05,2.3640751057753564e-05,3.2601206317440883e-05,-48.6267438838,-45.3722951605,-46.6524947544,-46.263387302,-44.8676632977,-79.0313008461,-75.7768521228,-77.0570517167,-76.6679442643,-75.27222026
76730445.861816406,76.730445861816,730445.861816,-69554.1381836,-30.4028335822,1.1399735707578891e-05,3.0733215060880595e-05,2.2401632510946147e-05,3.204262179428137e-05,3.3712484269585904e-05,-49.4310521727,-45.1239200498,-46.4972033146,-44.9427195625,-44.7220924318,-79.8338857549,-75.5267536321,-76.9000368968,-75.3455531448,-75.1249260141
76730590.8203125,76.730590820312,730590.820312,-69409.1796875,-30.4011105444,8.8662311800146231e-06,3.3104848127642817e-05,2.9926053475794374e-05,2.6532874065375585e-05,3.7959561124930904e-05,-50.52260949,-44.8010840015,-45.2395055234,-45.7621570429,-44.2067881738,-80.9237200344,-75.2021945459,-75.6406160678,-76.1632675873,-74.6078987181
76730735.778808594,76.730735778809,730735.778809,-69264.2211914,-30.3993878485,9.533065087987822e-06,2.9927544720067148e-05,2.5926096813083922e-05,1.618350064274663e-05,3.8744564470211099e-05,-50.2076744178,-45.2392891157,-45.8626286156,-47.909275306,-44.1178921667,-80.6070622663,-75.6386769642,-76.2620164642,-78.3086631545,-74.5172800153
76730880.737304688,76.730880737305,730880.737305,-69119.2626953,-30.3976654946,8.0072675551912521e-06,2.8783711935705632e-05,2.0275964350755671e-05,1.8580131321186074e-05,4.6163090543943936e-05,-50.9651565972,-45.4085320035,-46.9301848103,-47.3095122081,-43.3570512357,-81.3628220918,-75.8061974981,-77.3278503049,-77.7071777028,-73.7547167303
76731025.695800781,76.731025695801,731025.695801,-68974.3041992,-30.3959434825,9.1290376609762953e-06,3.3277061144758297e-05,2.4645514384044536e-05,2.2924124181118906e-05,5.1402005377823526e-05,-50.3957500128,-44.778550353,-46.0826211312,-46.3970724761,-42.8901993728,-80.7916934953,-75.1744938354,-76.4785646137,-76.7930159586,-73.2861428553
76731170.654296875,76.731170654297,731170.654297,-68829.3457031,-30.394221812,1.2401097528634191e-05,2.8881264635168698e-05,2.5128160823259065e-05,2.0761152704326563e-05,3.4340835723598221e-05,-49.0653987697,-45.3938379406,-45.9983929706,-46.8274853718,-44.6418913999,-79.4596205817,-75.7880597526,-76.3926147826,-77.2217071838,-75.0361132119
76731315.612792969,76.731315612793,731315.612793,-68684.387207,-30.392500483,1.3345598386616648e-05,2.8149209922347051e-05,1.9797684112118602e-05,2.3324857987162859e-05,3.3439074724455935e-05,-48.7466194865,-45.505337902,-47.0338560954,-46.3218099176,-44.7574574821,-79.1391199695,-75.897838385,-77.4263565784,-76.7143104006,-75.1499579651
76731460.571289062,76.731460571289,731460.571289,-68539.4287109,-30.3907794954,9.442076716942937e-06,2.1433830681702291e-05,2.9062655429731838e-05,2.4596296422944146e-05,3.4743210240447484e-05,-50.2493247524,-46.6890020435,-45.3666470711,-46.0913028168,-44.5913005563,-80.6401042478,-77.0797815389,-75.7574265665,-76.4820823122,-74.9820800516
76731605.529785156,76.731605529785,731605.529785,-68394.4702148,-30.389058849,9.7236882665457799e-06,2.9101926065462499e-05,2.3504158880515746e-05,2.1808961071304417e-05,3.6577406546626163e-05,-50.1216897273,-45.3607826696,-46.2885528585,-46.6136502272,-44.3678709062,-80.5107485763,-75.7498415186,-76.6776117075,-77.0027090762,-74.7569297551
76731750.48828125,76.731750488281,731750.488281,-68249.5117188,-30.3873385437,8.4121832130614756e-06,3.0904307241058408e-05,2.3704387539150332e-05,2.0874134591371929e-05,3.727617035551063e-05,-50.7509127717,-45.0998098722,-46.2517126126,-46.8039152063,-44.2856871217,-81.1382513154,-75.4871484159,-76.6390511563,-77.19125375,-74.6730256654
76731895.446777344,76.731895446777,731895.446777,-68104.5532227,-30.3856185793,1.0123451585163096e-05,3.3883337167416708e-05,2.2296857400487243e-05,1.8562939876108266e-05,2.7654881812229864e-05,-49.9467138979,-44.700138226,-46.5175634367,-47.3135324197,-45.5822819322,-80.3323324772,-75.0857568054,-76.903182016,-77.6991509991,-75.9679005116
76732040.405273438,76.732040405273,732040.405273,-67959.5947266,-30.3838989558,9.1906049050997687e-06,2.9281130443331304e-05,2.192699828230589e-05,2.2074163885249419e-05,3.7345496389503201e-05,-50.3665590338,-45.3341216068,-46.5902081742,-46.5611573744,-44.2776176362,-80.7504579896,-75.7180205626,-76.97410713,-76.9450563302,-74.6615165921
76732185.363769531,76.732185363770,732185.36377,-67814.6362305,-30.382179673,9.9618858445875251e-06,2.9920129450375114e-05,1.8685408678462262e-05,2.9615047858141742e-05,4.1324167984970179e-05,-50.0165843925,-45.2403653181,-47.2849739903,-45.284875612,-43.8379588169,-80.3987640655,-75.6225449912,-77.6671536633,-75.667055285,-74.22013849
